date,asin,category
21-06-09,B083GSKZSW,rtx3080
21-06-09,B08HBTJMLJ,rtx3080
21-06-09,B08HBR7QBM,rtx3080
21-06-09,B08J6F174Z,rtx3080
21-06-18,B08HH5WF97,rtx3080
21-06-19,B08HH5WF97,rtx3080
21-06-20,B083GSKZSW,rtx3080
21-06-24,B08J6F174Z,rtx3080
21-06-24,B08HH5WF97,rtx3080
21-06-24,B08HH5WF97,rtx3080
21-06-25,B08J6F174Z,rtx3080
21-06-25,B08HH5WF97,rtx3080
21-06-25,B08J6F174Z,rtx3080
21-06-25,B08HH5WF97,rtx3080
21-06-25,B08HH5WF97,rtx3080
21-06-26,B08R14HX34,rtx3080
21-06-27,B08HH5WF97,rtx3080
21-06-27,B08HH5WF97,rtx3080
21-06-28,B08J6F174Z,rtx3080
21-06-30,B08HH5WF97,rtx3080
21-07-04,B08J6F174Z,rtx3080
